第1列,单词,释义
,skew,"v.偏离，歪斜，歪曲，使有误差，使存有偏见。adj.歪斜的，统计上偏态的。n.斜角，倾斜，偏见，偏态。
These features can skew norms / These features can bias norm 这些特性会扭曲正常情况/偏离正常情况。
What is called archer's paradox is that, when a archer wants to hit his target, he has to aim at something slightly skew from it. 弓箭手必须在瞄准时稍微偏离目标。"
,frantic,adj.狂乱的，疯狂的
,frantically,adv.紧张狂乱地，发狂似的，情绪失控的。You frantically google how to jam as much caffeine into your body.
,metaphor,n.隐喻，象征，标志。
,mandate,n.授权，委托，任期，命令。v.强制执行，颁布，授权。
,manifest,v.显示，表明，显现（如基因的表达）.adj.明显的。n.旅客名单，载货清单。
,manifestation,n.表现，显现，显灵。The physical manifestation of a bit is called a transistor.
,facet,n.方面，部分。a superficial facet
,dictate,n.命令，规定。v.命令，规定；影响，支配；口述，使听写。
,dictator,n.独裁者，专横的人。
,infer,v.推断，推论；暗示，暗指。
,inferior,adj.次的，较差的，下级的，自卑的，下位的。n.下级，下标. superior vs inferior
,spawn,n.卵，产卵。v.产卵，引发，促生，大量生产。
,throne,n.君王的宝座，王位，王权
,thorny,adj.多刺的，棘手的，麻烦的
,sliver,n.裂片，碎片，少量，一点。v.使成为碎片。a sliver of a second
,silver,n.银，银器，adj.银色的。v.镀银。
,exponent,n.拥护者，倡导者，代表人物；指数，幂；
,exponential,adj.增长越来越快的，指数的。n.指数
,autism spectrum,自闭证谱系
,drown,v.（声音）盖过，压过，沉浸于，淹没于；（使）淹死。Engine drowns his voice.
,depict,v.描述，描绘
,depiction,n.描述，描绘
,depictive,adj.描写的，描述的
,utter,adj.完全的，彻底的
,monetary,adj.货币的，金融的，能用金钱衡量的。
,bestow,v.赠予，授予
,malleable,adj.有延展性的，易塑型的，容易改变的，易受影响的。  Our brain is malleable.
推挤,shove,n. 猛推，推挤 v. 推挤，推撞；乱扔，乱丢  (shove a person over a cliff 把一个人从悬崖上推下。shove a job off/onto others 把一件工作硬推给别人去干)
推挤,shave,"n.v.刮脸
razor n.剃刀，刮刀。"
推挤,shade,n.v.遮阳，背阴处
推挤,shear,v.剪(羊毛，头发等)，(金属部件因剪切力)折断，断裂。n.大剪刀；剪应力。wind shear 风切变。
推挤,hustle,"v. 推搡, 猛推, 催促（某人作决定）, （常指非法地）兜售 n. 忙碌喧嚣
hustle and bustle 热闹喧哗的。见hustle"
推挤,thrust,"v. 猛推, 刺, 塞, 冲, 挤 n. 刺, 插, 重点, 猛推 （thrust the money into his hand)"
推挤,jostle,v. 推挤，撞 (The fans jostled and shoved to get a better view of the stage.)
,multivariant,adj. 多元的，多自由度的，多方案的，多变的。multivariant linear regression 多元线性回归
,multivariate,"adj.[统计]多元的，多变量的。n.多元；多变量。multivariate statistics 多变更统计。The reason for any single dicision you make is multivariate: genes, hormones, evolution."
,multitude,n.众多，大量，民众，一大群人。a multitude of other factors.
,pray,v.祈祷，恳求
,prey,n.v.猎物，捕食，欺凌，受害者
,pill,药丸
,pillar,n.柱子，支柱；核心，基础。Taiwan is a vital pillar of the global economy.
,motif,n.主题，主旨，图形，意念
,deprive,v.剥夺，使丧失；免去..的职务
,deprivation,n.剥夺，匮乏，贫困
,moderate,"adj.普遍的，中等的。v.缓和, 使适中；主持(讨论或会议)；审核评价"
,moderater,n.减速剂，缓冲剂
,moderator,n.仲裁人，调解人；(会议或讨论的)主持人，版主。
,suffice to say,我只想说
,appalling,adj.骇人听闻的。result of an appalling upbringing 骇人听闻的成长经历的结果
,tardy,adj.缓慢的，迟到的，迟缓的。n.迟到
,tardiness,n.缓慢，迟延。I blamed them for their tardiness.
,savor,v.尽情享受；使有风味；加调味品于；品尝，欣赏。n.滋味；气味；食欲。We have to take a moment to savor that irony 体味一下这有多么讽刺。
,errand,n.差事，跑腿
,judicious,adj.明智的，精明的，判断正确的。Being extremely judicious in microwave usage.
,in the here and now,在现实实践中。Learn to live in the here and now 学着活在当下。
,detrimental,adj.有害的。This detrimental effect is more commonly known.
,every so oftern,经常。I wake up in cold sweats every so often thinking.. 我经常在冷汗中醒来。。
,silver linings,一线希望
,lull,使安静，哄骗
,tangible,adj.明确的，真实的；可触摸的，可感知的。n.可触知的东西。
,doomsday,n.世界末日，审判日。Doomsday argument 末日论。
,consent,n.同意
,vaccum,真空
,drastic,猛烈地
,infringe,"v.违反，违背（法律、规则等）；侵犯，侵害（权益）
Your post may contain something that infringes someone else's trademark right or promotes counterfeit goods."
,infringement,n.(对他人权益的)侵犯，侵害。
,buffet,自助餐
放纵，狂欢,binge,n.v.大吃大喝，狂欢作乐，放纵
放纵，狂欢,carnival,n.狂欢节，嘉年华会；<美>游乐会，游艺场；World Carnival 嘉年华。Notting Hill Carnival 诺丁山嘉年华会，诺丁山狂欢节。
放纵，狂欢,spree,n.放纵，狂热行为；一阵，一通（犯罪活动）
,redundancy,冗余
,maneuver,操纵
,fidget,n.v.烦燥，坐立不安。They start to fidget and avoid eye contact.
,spew,vt.喷出；呕吐 vi.喷涌；呕吐。可以用来形容鱼类产卵、AI产生信息等。
,deteriorate,v.恶化，变坏
,meddle,v.干涉，管闲事，干预他人之事；瞎搞，乱弄。Chrome OS is very hard for users to meddle with because they don't have the priviledge.
,blurry,adj.模糊不清的
,harness,v.控制并利用；给马套上挽具。n.马的挽具，系带，日常工作。
,pitfall,n.隐患，陷阱。There are lots of pitfalls you want to avoid.
,snare,n.(捕鸟兽的)陷阱；圈套，骗局. v.设陷阱，诱捕，使..上当。= trap
,ensnare,v.诱捕；进入罗网
,nitty gritty,基本事实，本质，真相，重要细节
,on point,准确无误的。Are your spelling and grammer on point?
,time suck,时间黑洞
,falter,v.衰弱，结巴地说，蹒跚，犹豫 n.踌躇，支吾。
,stumble,v.绊脚，跌跌撞撞地走，结结巴巴地说
,crumble,v.崩裂，坍塌；（使）粉碎，（使）成碎屑；瓦解，崩溃；n.<英>酥皮水果甜点心；<美>碎屑
,rumble,n.v. 隆隆声。rumble strip 车道上的震动带
,at stake,利害攸关 There are a lot of things at stake。be clear-eyed about the stakes 对利害关系有清晰的认识。
,The stakes are high here,这里竞争激烈。
,think out loud,自言自语
,rundown,n.纲要，裁减。We are going to do a rundown of network devices in this video.
,artifact,n.历史文物，人工制品
,daunting,adj.令人气馁的，令人畏惧的。Managing hosts on a network can be a daunting and time-consuming task. 有点 tedious 的意思
,primitive,adj.n.原始的
,precursor,n.先驱，先兆
,advent,n.到来 The advent of broadband technology. 宽带技术的到来
,saturated,adj.湿透的，饱和的。The bandwidth available by a single dial-up connection wil quickly be over saturated.
,prevalent,adj.盛行的，普遍的
,nebulous,朦胧的
,consensus,共识
,itty-bitty,微小的，极小的，如雨滴
,languish,v.长期受苦，受煎熬；衰败，变得衰弱。The red should languish and the green must grow. 应是绿肥红瘦。
,languishing,"adj.渴望的；含情脉脉的；渐渐衰弱的。Languishing Dreams 梦里相思；languishing wait 煎熬的等待。
languishing at the splendid moment 在最美的一刹那凋落。"
,laborious,adj.耗时费力的，辛苦的
,frivolous,"adj.愚蠢轻浮的，不严肃的，无聊的，不重要的。Sorry, i was frivolous 对不起，我失态了。
That isn't frivolous work 不要小瞧了这份工作。"
,visceral,adj.内脏的，出于本能的，发自肺腑的。True fun produces this visceral sense of lightness and joy.
,radiant,"adj.容光焕发的，喜悦的，明亮的，灿烂的；辐射的；情感强烈的；n.辐射源。When people are having fun, they are radiant."
,mundane,"adj.单调的，平凡的，平淡的；世俗的，尘世的。n.平凡的事物。His story about fun is mundane.
So much of life drains us, but fun fills us up."
,stress out,过度劳累，紧张
,adorn,v. 装饰，使生色。Several magnificent oil paintings adorn the walls.
,rhetoric,n.花言巧语，浮夸之词；修辞，修辞学。incite people with hateful rhetoric 用仇恨言论煽动人民。
,rhetorical,adj.与修辞有关的；反问的；巧辩的，说话虚夸的。rhetorical question 反问，设问。
,deviance,n.异常，异常行为。playful deviance
,deviant,n.不正常的人，性变态者。adj.反常的，变态的；同性恋的，离经叛道的。
,get a kick out,因某事而感到愉快，因某事而激动。Give yourself a permission to get a kick out of your own life.
,ditch,"n.沟渠，壕沟（比如马路边上的）。v.挖沟，修渠；摆脱，抛弃；逃学，旷工。Some of her friends ditched their work.
Heavy smartphone users decided to ditch their smartphones for dumb phones.
tucked flasks into their purses and snuck(sneak) out to a movie"
,ubiquity,n.普遍存在。With the uniquity of mobiles.
,dilution,"n.稀释，冲淡；消弱，降低；dilution ratio 稀释比例。
Everybody can get access to verified, unbiased, undiluted news and this should be a fundamental right ..."
,veracity,n.真实，准确；诚实，老实。The problem is people are taking popularity as a single signal for veracity.
,bacteria,细菌
,atlas,地图集
,allowance,零用钱，津贴
,dub,把..称为，给..起绰号。Which Elon Musk dubbed Dishy for short 马斯克简称Dishy的东西。
,versed,"adj.精通的，熟练的。be versed in 精通，对某一主题或领域有很深了解。
You have to be versed in a wide range of fields in science and engineering."
,verse,n.诗，韵文；节，句
物理,amplitude,n.广度，阔度；振幅
物理,trough,n.(喂家畜的)饮水槽；淡季，低谷；波谷。peaks and troughs 波峰波谷。
物理,wavelength,波长。
物理,perpendicular,adj.垂直的，直立的，成直角的。
物理,tangent,n.切线，切面。
物理,tangential,adj.切线的，正切的；离题的，扯远的。
物理,tangentially,adv.无关的；切线地。tangentially mentioned something 顺带提到某事，轻描淡写提到。
物理,polar coordinates,极坐标。polar plot 极坐标图，类似雷达图。
物理,polarize,v.(使)极化，偏振，(使)两极分化。Our country is more polarized than ever 我们的国家比以往任何时侯都更两极分化。
物理,modulation,[电子] 调制，调整。
物理,momentum,n.冲力，动量。momentum conservation 动量守恒
物理,torque,n.力矩，转矩，扭矩 v.加扭矩于
物理,dielectric,adj.非传导性的；诱电性的。n.电介质；绝缘体。指的是不但是绝缘体，而且是可以被电极化的材料，比如二氧化硅，可以用做电容，或是MOSFET 管的G极。
物理,fluctuating,adj.波动的，变动的。v.波动，起伏不定。 fluctuating frequency 振荡频率
物理,power board,拖线板，插座板
物理,power strip,拖线板，插座板
物理,coefficient,系数，率。
工程,alternator,"交流发电机。
the shaft of the alternator is connected to the engine via a belt and pulley 交流发电机的轴通过皮带和皮带轮，与发动机相连。"
